Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Twitter Analytics for Disaster Relevance and Disaster Phase Discovery","Proceedings of the Future Technologies Conference (FTC) 2018","","","","10.1007/978-3-030-02686-8_31","Abeer Abdel KhaleqIlkyeun Ra","2019","http://link.springer.com/chapter/10.1007/978-3-030-02686-8_31","Chapter"
"Data Processing in Industrie 4.0","Datenbank-Spektrum","","18","1","10.1007/s13222-018-0277-x","Frank WernerRobert Woitsch","2018","http://link.springer.com/article/10.1007/s13222-018-0277-x","Article"
"A Real-time Android Malware Detection System Based on Network Traffic Analysis","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-27137-8_37","Hongbo HanZhenxiang ChenQiben YanLizhi PengLei Zhang","2015","http://link.springer.com/chapter/10.1007/978-3-319-27137-8_37","Chapter"
"MSA vs. MVC: Future Trends for Big Data Processing Platforms","Smart Computing and Communication","","","","10.1007/978-3-319-73830-7_31","Yuming LuWei LiuHaoxiang Cui","2018","http://link.springer.com/chapter/10.1007/978-3-319-73830-7_31","Chapter"
"IO dependent SSD cache allocation for elastic Hadoop applications","Science China Information Sciences","","61","5","10.1007/s11432-017-9401-y","Zhen TangWei WangLei SunYu HuangHeng WuJun WeiTao Huang","2018","http://link.springer.com/article/10.1007/s11432-017-9401-y","Article"
"New Paradigms in Banking","Proceedings of the International Conference on Managing the Asian Century","","","","10.1007/978-981-4560-61-0_30","Madhavi PetheSudha Subramaniam","2013","http://link.springer.com/chapter/10.1007/978-981-4560-61-0_30","Chapter"
"Framework for Building a Big Data Platform for Publishing Industry","Knowledge Management in Organizations","","","","10.1007/978-3-319-21009-4_29","Aravind Kumaresan","2015","http://link.springer.com/chapter/10.1007/978-3-319-21009-4_29","Chapter"
"Visitor Pattern","Practical Python Design Patterns","","","","10.1007/978-1-4842-2680-3_18","Wessel Badenhorst","2017","http://link.springer.com/chapter/10.1007/978-1-4842-2680-3_18","Chapter"
"Handlungsempfehlungen zur Etablierung einer Mobilitätsplattform","Management digitaler Plattformen","","","","10.1007/978-3-658-21214-8_27","Stephan PieperFelix KundePetra Sauer","2018","http://link.springer.com/chapter/10.1007/978-3-658-21214-8_27","Chapter"
"Heap, the “h” in P.A.t.h.","Troubleshooting Java Performance","","","","10.1007/978-1-4842-2979-8_12","Erik Ostermueller","2017","http://link.springer.com/chapter/10.1007/978-1-4842-2979-8_12","Chapter"
"The FICEP Infrastructure","E-Democracy – Privacy-Preserving, Secure, Intelligent E-Government Services","","","","10.1007/978-3-319-71117-1_14","Paolo SmiragliaMarco De BenedictisAndrea AtzeniAntonio LioyMassimiliano Pucciarelli","2017","http://link.springer.com/chapter/10.1007/978-3-319-71117-1_14","Chapter"
"From Volunteered Geographic Information to Volunteered Geographic Services","Crowdsourcing Geographic Knowledge","","","","10.1007/978-94-007-4587-2_10","Jim Thatcher","2013","http://link.springer.com/chapter/10.1007/978-94-007-4587-2_10","Chapter"
"Software Migration and Architecture Evolution with Industrial Platforms: A Multi-case Study","Software Architecture","","","","10.1007/978-3-030-00761-4_22","Konstantinos PlakidasDaniel SchallUwe Zdun","2018","http://link.springer.com/chapter/10.1007/978-3-030-00761-4_22","Chapter"
"Serverless Computing: Current Trends and Open Problems","Research Advances in Cloud Computing","","","","10.1007/978-981-10-5026-8_1","Ioana BaldiniPaul CastroKerry ChangPerry ChengStephen FinkVatche IshakianNick MitchellVinod MuthusamyRodric RabbahAleksander SlominskiPhilippe Suter","2017","http://link.springer.com/chapter/10.1007/978-981-10-5026-8_1","Chapter"
"Metadata Capital: Automating Metadata Workflows in the NIEHS Viral Vector Core Laboratory","Metadata and Semantics Research","","","","10.1007/978-3-319-13674-5_1","Jane GreenbergAngela MurilloAdrian OgletreeRebecca BoylesNegin MartinCharles Romeo","2014","http://link.springer.com/chapter/10.1007/978-3-319-13674-5_1","Chapter"
"Spring Boot in the Cloud","Pro Spring Boot","","","","10.1007/978-1-4842-1431-2_13","Felipe Gutierrez","2016","http://link.springer.com/chapter/10.1007/978-1-4842-1431-2_13","Chapter"
"Informationstechnologie als Enabler der Digitalisierung","Die digitale Transformation der Automobilindustrie","","","","10.1007/978-3-662-54935-3_8","Uwe Winkelhake","2017","http://link.springer.com/chapter/10.1007/978-3-662-54935-3_8","Chapter"
"Medley: An Event-Driven Lightweight Platform for Service Composition","Web Engineering","","","","10.1007/978-3-319-38791-8_1","Elyas Ben Hadj YahiaLaurent RéveillèreYérom-David BrombergRaphaël ChevalierAlain Cadot","2016","http://link.springer.com/chapter/10.1007/978-3-319-38791-8_1","Chapter"
"Product Lifecycle Management Challenges of CPPS","Multi-Disciplinary Engineering for Cyber-Physical Production Systems","","","","10.1007/978-3-319-56345-9_4","Detlef Gerhard","2017","http://link.springer.com/chapter/10.1007/978-3-319-56345-9_4","Chapter"
"Workflow-Based Internet Platform for Mass Supercomputing","Lobachevskii Journal of Mathematics","","39","5","10.1134/S1995080218050050","E. V. Biryal’tsevM. R. GalimovA. M. Elizarov","2018","http://link.springer.com/article/10.1134/S1995080218050050","Article"
"Agile Quality Test Strategy","An Executive’s Guide to Software Quality in an Agile Organization","","","","10.1007/978-1-4842-3751-9_7","Navid Nader-Rezvani","2019","http://link.springer.com/chapter/10.1007/978-1-4842-3751-9_7","Chapter"
"Design and Architecture: Patterns and Practices","Practical Microsoft Visual Studio 2015","","","","10.1007/978-1-4842-2313-0_4","Peter Ritchie","2016","http://link.springer.com/chapter/10.1007/978-1-4842-2313-0_4","Chapter"
"Community Learning Analytics with Industry 4.0 and Wearable Sensor Data","Immersive Learning Research Network","","","","10.1007/978-3-319-60633-0_12","István KorenRalf Klamma","2017","http://link.springer.com/chapter/10.1007/978-3-319-60633-0_12","Chapter"
"Vision Paper for Enabling Digital Healthcare Applications in OHP2030","Intelligent Interactive Multimedia Systems and Services","","","","10.1007/978-3-319-92231-7_19","Tetsuya TomaYoshimasa MasudaShuichiro Yamamoto","2019","http://link.springer.com/chapter/10.1007/978-3-319-92231-7_19","Chapter"
"BioGraphBot: A Conversational Assistant for Bioinformatics Graph Databases","Innovative Mobile and Internet Services in Ubiquitous Computing","","","","10.1007/978-3-319-61542-4_12","Antonio MessinaAgnese AugelloGiovanni PilatoRiccardo Rizzo","2018","http://link.springer.com/chapter/10.1007/978-3-319-61542-4_12","Chapter"
"Automated Multi-cloud Operations and Container Orchestration","Software-Defined Cloud Centers","","","","10.1007/978-3-319-78637-7_9","Pethuru RajAnupama Raman","2018","http://link.springer.com/chapter/10.1007/978-3-319-78637-7_9","Chapter"
"Safe Bicycle Parking Platform Based on RFID Technology","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47063-4_31","Víctor Juan Expósito JiménezFlorian SalmhoferReinhold FroschHerwig ZeinerWerner Haas","2016","http://link.springer.com/chapter/10.1007/978-3-319-47063-4_31","Chapter"
"IoT and Service Oriented Infrastructures for Flight 4.0","Advances in Aeronautical Informatics","","","","10.1007/978-3-319-75058-3_4","Christos P. AntonopoulosKonstantinos AntonopoulosNikolaos S. Voros","2018","http://link.springer.com/chapter/10.1007/978-3-319-75058-3_4","Chapter"
"Cost and Energy Efficient Indoor and Outdoor Localization of Rail Cars in a Confined Maintenance Site","Advances on P2P, Parallel, Grid, Cloud and Internet Computing","","","","10.1007/978-3-319-69835-9_67","Frédéric MelaertsSiegfried MercelisMarc CeulemansPeter Hellinckx","2018","http://link.springer.com/chapter/10.1007/978-3-319-69835-9_67","Chapter"
"Service Discovery in Megascale Distributed Systems","Intelligent Distributed Computing XI","","","","10.1007/978-3-319-66379-1_24","Kai JanderAlexander PokahrLars BraubachJulian Kalinowski","2018","http://link.springer.com/chapter/10.1007/978-3-319-66379-1_24","Chapter"
"Usage Optimization of Mobile Devices Resources in Mobile Web","Advances in Internet, Data & Web Technologies","","","","10.1007/978-3-319-75928-9_28","Nebojsha IlijoskiVladimir Trajkovik","2018","http://link.springer.com/chapter/10.1007/978-3-319-75928-9_28","Chapter"
"Knowledge Graph-Based Teacher Support for Learning Material Authoring","Advances in Computing","","","","10.1007/978-3-319-98998-3_14","Christian GrévisseRubén ManriqueOlga MariñoSteffen Rothkugel","2018","http://link.springer.com/chapter/10.1007/978-3-319-98998-3_14","Chapter"
"Manage","DevOps for Digital Leaders","","","","10.1007/978-1-4842-1842-6_7","Aruna RavichandranKieran TaylorPeter Waterhouse","2016","http://link.springer.com/chapter/10.1007/978-1-4842-1842-6_7","Chapter"
"Artificial Intelligence Agents as Mediators of Trustless Security Systems and Distributed Computing Applications","Guide to Vulnerability Analysis for Computer Networks and Systems","","","","10.1007/978-3-319-92624-7_6","Steven Walker-RobertsMohammad Hammoudeh","2018","http://link.springer.com/chapter/10.1007/978-3-319-92624-7_6","Chapter"
"Supporting the building design process with graph-based methods using centrally coordinated federated databases","Visualization in Engineering","","5","1","10.1186/s40327-017-0057-y","Johannes RoithChristoph LangenhanFrank Petzold","2017","http://link.springer.com/article/10.1186/s40327-017-0057-y","Article"
"Single-Client Application—Mobile and Web","Microservices From Day One","","","","10.1007/978-1-4842-1937-9_12","Cloves Carneiro Jr.Tim Schmelmer","2016","http://link.springer.com/chapter/10.1007/978-1-4842-1937-9_12","Chapter"
"The Medical Imaging Interaction Toolkit: challenges and advances","International Journal of Computer Assisted Radiology and Surgery","","8","4","10.1007/s11548-013-0840-8","Marco NoldenSascha ZelzerAlexander SeitelDiana WaldMichael MüllerAlfred M. FranzDaniel MaleikeMarkus FangerauMatthias BaumhauerLena Maier-HeinKlaus H. Maier-HeinHans -Peter MeinzerIvo Wolf","2013","http://link.springer.com/article/10.1007/s11548-013-0840-8","Article"
"QuaSim Cloud Service for Quantum Circuit Simulation","Cyber Physical Computing for IoT-driven Services","","","","10.1007/978-3-319-54825-8_6","Ivan HahanovTamer Bani AmerIgor IemelianovMykhailo LiubarskyiVladimir Hahanov","2018","http://link.springer.com/chapter/10.1007/978-3-319-54825-8_6","Chapter"
"Cloud-Native Databases: An Application Perspective","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-79090-9_7","Josef SpillnerGiovanni ToffettiManuel Ramírez López","2018","http://link.springer.com/chapter/10.1007/978-3-319-79090-9_7","Chapter"
"Patients Decision Aid System Based on FHIR Profiles","Journal of Medical Systems","","42","9","10.1007/s10916-018-1016-4","Ilia SemenovGeorgy KopanitsaDmitry DenisovYakovenko AlexandrRoman OsenevYury Andreychuk","2018","http://link.springer.com/article/10.1007/s10916-018-1016-4","Article"
"Accountability for Federated Clouds","Computer and Network Security Essentials","","","","10.1007/978-3-319-58424-9_33","Thiago Gomes RodriguesPatricia Takako EndoDavid W. S. C. BeserraDjamel SadokJudith Kelner","2018","http://link.springer.com/chapter/10.1007/978-3-319-58424-9_33","Chapter"
"A Four-Leaf Clover Shape Methodology for Prosumer Service Developments","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_78","Diego MartínRamon AlcarriaAlvaro Sánchez-PicotTomás RoblesDiego Sánchez de Rivera","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_78","Chapter"
"Costradamus: A Cost-Tracing System for Cloud-Based Software Services","Service-Oriented Computing","","","","10.1007/978-3-319-69035-3_48","Jörn KuhlenkampMarkus Klems","2017","http://link.springer.com/chapter/10.1007/978-3-319-69035-3_48","Chapter"
"SEF-SCC: Software Engineering Framework for Service and Cloud Computing","Fog Computing","","","","10.1007/978-3-319-94890-4_11","Muthu Ramachandran","2018","http://link.springer.com/chapter/10.1007/978-3-319-94890-4_11","Chapter"
"Dohko: an autonomic system for provision, configuration, and management of inter-cloud environments based on a software product line engineering method","Cluster Computing","","20","3","10.1007/s10586-017-0897-1","Alessandro Ferreira LeiteVander AlvesGenaína Nunes RodriguesClaude TadonkiChristine EisenbeisAlba Cristina Magalhaes Alves de Melo","2017","http://link.springer.com/article/10.1007/s10586-017-0897-1","Article"
"A Vision for Open Healthcare Platform 2030","Intelligent Interactive Multimedia Systems and Services","","","","10.1007/978-3-319-92231-7_18","Yoshimasa MasudaShuichiro YamamotoSeiko Shirasaka","2019","http://link.springer.com/chapter/10.1007/978-3-319-92231-7_18","Chapter"
"Java EE Containers","Java EE 8 Recipes","","","","10.1007/978-1-4842-3594-2_12","Josh Juneau","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3594-2_12","Chapter"
"Mastering the Cloud","Enterprise DevOps Framework","","","","10.1007/978-1-4842-3612-3_6","Shamayel M. Farooqui","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3612-3_6","Chapter"
"Introduction","Engineering Scalable, Elastic, and Cost-Efficient Cloud Computing Applications","","","","10.1007/978-3-319-54286-7_1","Steffen BeckerGunnar BrataasMariano CecowskiDarko HuljenićSebastian LehrigIvana Stupar","2017","http://link.springer.com/chapter/10.1007/978-3-319-54286-7_1","Chapter"
"DevOps: IT-Entwicklung im Industrie 4.0-Zeitalter","HMD Praxis der Wirtschaftsinformatik","","54","2","10.1365/s40702-017-0291-8","O. ThomasA. VarwigF. KammlerB. ZobelA. Fuchs","2017","http://link.springer.com/article/10.1365/s40702-017-0291-8","Article"
"Integration Approaches for the Internet of Things (IoT) Era","Connectivity Frameworks for Smart Devices","","","","10.1007/978-3-319-33124-9_6","S. RajaraajeswariR. SelvaraniPethuru Raj","2016","http://link.springer.com/chapter/10.1007/978-3-319-33124-9_6","Chapter"
"PrescStream: A Framework for Streaming Soft Real-Time Predictive and Prescriptive Analytics","Computational Science and Its Applications – ICCSA 2017","","","","10.1007/978-3-319-62392-4_24","Marcos de AguiarFabíola GreveGenaro Costa","2017","http://link.springer.com/chapter/10.1007/978-3-319-62392-4_24","Chapter"
"A Smart Energy Platform for the Internet of Things – Motivation, Challenges, and Solution Proposal","Business Information Systems","","","","10.1007/978-3-319-59336-4_19","Robert WehlitzDan HäberleinTheo ZschörnigBogdan Franczyk","2017","http://link.springer.com/chapter/10.1007/978-3-319-59336-4_19","Chapter"
"A Public-Private Partnerships Model Based on OneM2M and OSGi Enabling Smart City Solutions and Innovative Ageing Services","Cloud Infrastructures, Services, and IoT Systems for Smart Cities","","","","10.1007/978-3-319-67636-4_6","Paolo LilloLuca MainettiLuigi Patrono","2018","http://link.springer.com/chapter/10.1007/978-3-319-67636-4_6","Chapter"
"Digital Library Storage using iRODS Data Grids","Production Grids in Asia","","","","10.1007/978-1-4419-0046-3_11","Mark HedgesTobias BlankeAdil Hasan","2010","http://link.springer.com/chapter/10.1007/978-1-4419-0046-3_11","Chapter"
